opponent,result,win,loss,margin,location,opponent rating
Army,1,9,2,20,HOME,0.592703055035996
Northwestern,1,8,5,14,AWAY,0.565096527710274
Baylor,1,6,6,13,AWAY,0.43300358027017
FCS,1,8,106,42,HOME,0.000769998244192226
Georgia Tech,1,7,5,14,AWAY,0.524202622754867
Miami FL,1,7,5,8,AWAY,0.540586158977233
North Carolina,1,2,9,7,HOME,0.260469377823359
Virginia Tech,0,6,6,17,HOME,0.439317027736125
Virginia,0,7,5,14,HOME,0.523953179912563
Pittsburgh,0,7,6,9,AWAY,0.539907904792352
Clemson,0,13,0,29,AWAY,0.961719907014965
Wake Forest,0,6,6,52,HOME,0.473718361993184
