opponent,result,win,loss,margin,location,opponent rating
FCS,1,8,106,56,HOME,0.000769998244192226
UTEP,1,1,11,24,HOME,0
Auburn,1,7,5,6,AWAY,0.597819822758721
Charlotte,1,5,7,11,HOME,0.323727691666351
Kentucky,1,9,3,17,HOME,0.662329133530505
West Virginia,0,8,3,26,NEUTRAL,0.68824171421713
Florida,0,9,3,26,HOME,0.651217922368491
Georgia,0,11,2,26,AWAY,0.853521788113883
Alabama,0,13,0,37,HOME,1
South Carolina,0,7,5,3,AWAY,0.552574974401991
Missouri,0,8,4,33,HOME,0.711730361401004
Vanderbilt,0,6,6,25,AWAY,0.536973229914925
